Dep_Airport_ID,Schedules,Facility_Type,Wind_Indicator
29TS,ALL/ALL/ALL,HELIPORT,Y
18TA,UNATNDD,AIRPORT,N
TS35,UNATNDD,AIRPORT,Y
XS75,ALL/ALL/ALL,AIRPORT,Y
3TX4,ALL/MON-FRI/0600-1800,AIRPORT,Y
TE83,UNATNDD,AIRPORT,
ARM,ALL/MON-SAT/0900-1700,AIRPORT,Y-L
8TA1,UNATNDD,AIRPORT,Y
T59,UNATNDD,AIRPORT,Y-L
72XS,UNATNDD,AIRPORT,
69TS,UNATNDD,AIRPORT,Y
44TX,ALL/ALL/ALL,AIRPORT,Y
47TE,ALL/ALL/DALGT,AIRPORT,Y
22XA,UNATNDD,AIRPORT,Y
TA97,UNATNDD,AIRPORT,Y
3TS1,UNATNDD,AIRPORT,Y
6TX4,IREG,AIRPORT,
F14,UNATNDD,AIRPORT,Y
35TE,UNATNDD,AIRPORT,
F05,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
TS30,UNATNDD,HELIPORT,
5XS3,UNATNDD,AIRPORT,N
46TE,UNATTND,AIRPORT,Y
3T8,UNATNDD,AIRPORT,Y
TS80,UNATNDD,AIRPORT,Y
XA91,UNATNDD,AIRPORT,
HOU,ALL/ALL/ALL,AIRPORT,Y
TX99,UNATNDD,AIRPORT,Y
5TE8,ALL/ALL/ALL,AIRPORT,Y
4TS2,UNATNDD,HELIPORT,Y
51TS,UNATNDD,HELIPORT,Y
85XA,UNATNDD,AIRPORT,Y
TA21,UNATNDD,AIRPORT,Y
65TE,UNATNDD,AIRPORT,Y
TX34,UNATNDD,AIRPORT,
73F,UNATNDD,AIRPORT,Y-L
INK,ALL/MON-SAT/0800-1800,AIRPORT,Y-L
4XA8,ALL/ALL/ALL,HELIPORT,Y
TE14,ALL/ALL/ALL,HELIPORT,Y
F51,UNATNDD,AIRPORT,Y-L
SNK,ALL/ALL/0800-1800,AIRPORT,Y-L
77F,UNATNDD,AIRPORT,Y-L
XA57,UNATNDD,HELIPORT,
5XS5,ALL/ALL/0700-1600,AIRPORT,Y
TA70,UNATNDD,AIRPORT,Y
3T2,ALL/ALL/DALGT,AIRPORT,Y
XA32,UNATNDD,AIRPORT,Y
75TE,UNATNDD,AIRPORT,Y
XS15,UNATNDD,AIRPORT,Y
JDD,ALL/M-F/0900-1700,AIRPORT,Y-L
TS34,UNATNDD,HELIPORT,Y
12XA,UNATNDD,AIRPORT,Y
TX72,ALL/ALL/ALL,AIRPORT,Y
6TS1,UNATNDD,AIRPORT,Y
TX93,UNATNDD,AIRPORT,Y
90TT,UNATNDD,AIRPORT,
8TS7,UNATNDD,AIRPORT,Y
77XA,UNATNDD,AIRPORT,
09TA,UNATNDD,AIRPORT,
8XA7,UNATNDD,AIRPORT,
37TX,UNATNDD,AIRPORT,Y
TT31,UNATNDD,AIRPORT,
TE64,UNATNDD,HELIPORT,Y
F98,IREG,AIRPORT,Y-L
T85,UNATNDD,AIRPORT,Y-L
6XA4,UNATNDD,AIRPORT,Y
APY,ALL/ALL/IREG,AIRPORT,Y-L
70TA,UNATNDD,AIRPORT,
1TE4,ALL/ALL/ALL,AIRPORT,Y
UT79,UNATNDD,AIRPORT,Y
UT39,ALL/MON-FRI/0800-1700,HELIPORT,Y
18UT,ALL/ALL/ALL,HELIPORT,Y
UT77,MAR-DEC/MON-SAT/0800-1700,HELIPORT,Y
UT63,UNATNDD,HELIPORT,Y
UT56,UNATNDD,HELIPORT,Y
UT31,UNATNDD,HELIPORT,Y-L
UT04,IREG,HELIPORT,Y
UT32,UNATNDD,HELIPORT,
03UT,UNATNDD,AIRPORT,Y
79UT,UNATNDD,HELIPORT,Y
U52,UNATNDD,AIRPORT,Y
UT82,UNATNDD,AIRPORT,Y
UT81,UNATNDD,HELIPORT,Y-L
BDG,ALL/ALL/ALL,AIRPORT,Y-L
66V,UNATNDD,AIRPORT,Y
TVY,UNATTENDED,AIRPORT,Y-L
UT58,UNATNDD,HELIPORT,Y
UT14,UNATNDD,HELIPORT,
BMC,ALL/MON-SAT/0800-1800,AIRPORT,Y-L
BCE,JAN-DEC/MON-FRI/0800-1630,AIRPORT,Y-L
UT26,UNATNDD,AIRPORT,N
U07,UNATNDD,AIRPORT,Y
23UT,ALL/ALL/ALL,HELIPORT,Y-L
U96,ALL/ALL/ALL,AIRPORT,Y-L
CNY,NOV-FEB/ALL/0800-1700,AIRPORT,Y-L
CNY,MAR-OCT/ALL/0700-1900,AIRPORT,Y-L
PUC,APRIL-OCT/MON-SUN/0800-1800,AIRPORT,Y
PUC,NOV-MAR/MON-SAT/0800-1700,AIRPORT,Y
UT68,UNATNDD,AIRPORT,Y
CDC,ALL/ALL/DALGT,AIRPORT,Y-L
UT10,ALL/ALL/DALGT,AIRPORT,Y
UT85,UNATNDD,HELIPORT,
UT43,UNATNDD,AIRPORT,Y
UT54,UNATNDD,AIRPORT,Y
UT44,UNATNDD,HELIPORT,Y-L
UT30,MAY-SEP/ALL/ALL,AIRPORT,Y
DTA,UNATNDD,AIRPORT,Y-L
UT49,IREG,AIRPORT,Y
UT73,UNATNDD,HELIPORT,
UT52,ALL/ALL/ALL,HELIPORT,
U69,"ON CALL",AIRPORT,Y-L
33U,UNATNDD,AIRPORT,Y
07UT,UNATNDD,AIRPORT,Y
1L7,UNATNDD,AIRPORT,Y-L
15UT,UNATNDD,AIRPORT,Y
FOM,ALL/ALL/ALL,AIRPORT,Y-L
UT15,UNATNDD,AIRPORT,Y
2UT3,UNATNDD,AIRPORT,Y
UT74,UNATNDD,AIRPORT,Y
1L8,ALL/ALL/ALL,AIRPORT,Y
10UT,UNATNDD,HELIPORT,
UT12,UNATNDD,HELIPORT,
UT41,UNATNDD,AIRPORT,Y
UT65,UNATNDD,AIRPORT,
UT47,ALL/ALL/ALL,AIRPORT,Y
U34,UNATNDD,AIRPORT,Y-L
UT80,APR-OCT/MON-SAT/0800-1800,AIRPORT,Y
HVE,UNATNDD,AIRPORT,Y
UT97,UNATNDD,AIRPORT,Y
HCR,NOV-APR/ALL/0800-1700,AIRPORT,Y-L
HCR,MAY-OCT/ALL/0730-1830,AIRPORT,Y-L
2UT4,UNATNDD,HELIPORT,Y-L
2UT2,UNATNDD,AIRPORT,Y
HIF,ALL/SAT-SUN/1600-0000Z++,AIRPORT,Y
HIF,ALL/MON-SAT/1500-0700Z++,AIRPORT,Y
UT03,UNATNDD,AIRPORT,Y
38UT,UNATNDD,AIRPORT,N
69V,UNATTENDED,AIRPORT,Y-L
UT11,UNATNDD,HELIPORT,Y
UT87,ALL/ALL/ALL,HELIPORT,Y
UT23,ALL/ALL/ALL,HELIPORT,Y-L
U13,UNATNDD,AIRPORT,Y
KNB,ALL/ALL/ALL,AIRPORT,Y-L
UT02,UNATTND,HELIPORT,Y-L
UT33,ALL/ALL/ALL,HELIPORT,Y-L
22UT,UNATNDD,AIRPORT,
01UT,UNATNDD,AIRPORT,Y
UT55,ALL/ALL/ALL,HELIPORT,Y
LGU,ALL/ALL/0800-1900,AIRPORT,Y-L
25UT,ALL/ALL/ALL,HELIPORT,Y-L
3UT7,UNATNDD,HELIPORT,
02UT,UNATNDD,AIRPORT,Y
40U,UNATTND,AIRPORT,Y
41U,UNATNDD,AIRPORT,
UT16,UNATNDD,HELIPORT,Y
UT21,ALL/ALL/ALL,HELIPORT,Y
DPG,ALL/MON-THU/1400-2400Z++,AIRPORT,
MLF,UNATNDD,AIRPORT,Y-L
UT86,IREG,HELIPORT,Y-L
UT75,ALL/MON-FRI/0800-1630,AIRPORT,Y
U64,UNATNDD,AIRPORT,Y-L
UT25,UNATNDD,AIRPORT,Y
42U,UNATNDD,AIRPORT,Y
UT35,UNATNDD,HELIPORT,Y
20UT,ALL/ALL/ALL,HELIPORT,Y-L
04UT,UNATNDD,AIRPORT,Y
U14,UNATNND,AIRPORT,Y-L
UT13,UNATNDD,AIRPORT,N
OGD,ALL/ALL/ALL,AIRPORT,Y-L
54UT,ALL/MON-FRI/1000-2200,HELIPORT,Y
U55,UNATNDD,AIRPORT,Y-L
UT67,ALL/ALL/ALL,AIRPORT,Y
36UT,UNATNDD,HELIPORT,Y
1L9,ALL/ALL/0800-1700,AIRPORT,Y-L
UT69,UNATNDD,AIRPORT,
UT17,MAY-OCT/ALL/ALL,AIRPORT,Y-L
PVU,JUN-OCT/ALL/0600-2200,AIRPORT,
PVU,NOV-MAY/ALL/0600-2100,AIRPORT,
UT98,UNATNDD,HELIPORT,Y
RIF,ALL/ALL/0800-1700,AIRPORT,Y-L
3UT6,UNATNDD,HELIPORT,Y
74V,UNATNDD,AIRPORT,Y-L
44U,UNATNDD,AIRPORT,Y-L
SLC,ALL/ALL/ALL,AIRPORT,Y-L
UT19,ALL/ALL/ALL,HELIPORT,Y
UT84,UNATNDD,HELIPORT,
BTF,"APR - SEP/SAT/0800-1800",AIRPORT,Y
BTF,"OCT - MAR/MON-FRI/0800-1700",AIRPORT,Y
BTF,"OCT - MAR/SAT/0800-1700",AIRPORT,Y
BTF,"ALL/SUN/0800 - 1300",AIRPORT,Y
BTF,"APR - SEP/MON-FRI/0800-1800",AIRPORT,Y
UT53,UNATNDD,AIRPORT,Y
U42,ALL/ALL/0700-2100,AIRPORT,Y-L
SPK,ALL/MON-SAT/0900-1700,AIRPORT,Y-L
UT45,UNATNDD,HELIPORT,N
SGU,ALL/ALL/0600-2400,AIRPORT,Y-L
UT64,ALL/ALL/ALL,HELIPORT,Y-L
UT24,MAY-OCT/ALL/DALGT,AIRPORT,Y
99UT,UNATNDD,AIRPORT,
UT28,UNATNDD,AIRPORT,Y
UT00,UNATNDD,AIRPORT,Y
UT09,UNATNDD,AIRPORT,Y
UT83,UNATNDD,AIRPORT,Y
UT78,UNATNDD,HELIPORT,Y-L
UT34,UNATNDD,HELIPORT,Y
UT46,UNATNDD,HELIPORT,Y
UT71,ALL/ALL/ALL,HELIPORT,Y
UT38,ALL/ALL/0900-1700,HELIPORT,
UT72,ALL/ALL/0900-1700,HELIPORT,
UT61,ALL/ALL/ALL,HELIPORT,Y
UT05,ALL/MON-FRI/0800-1700,HELIPORT,Y-L
UT51,ALL/ALL/ALL,HELIPORT,Y
VEL,ALL/ALL/DAWN-DUSK,AIRPORT,Y-L
38U,UNATNDD,AIRPORT,Y-L
UT36,ALL/ALL/DALGT,HELIPORT,Y
ENV,ALL/ALL/0800-1800,AIRPORT,Y
UT9,ALL/ALL/0900-1700,AIRPORT,Y
UT22,ALL/MON-FRI/0900-1700,HELIPORT,Y
UT42,UNATNDD,AIRPORT,Y
1VA7,IREG,AIRPORT,Y
VG58,UNATNDD,AIRPORT,Y
31VA,UNATNDD,AIRPORT,Y
14VG,UNATNDD,AIRPORT,Y
MFV,ALL/ALL/0830-1730,AIRPORT,Y-L
VA71,UNATNDD,AIRPORT,Y
7VA0,ALL/ALL/DAWN-DUSK,HELIPORT,Y
5VA1,UNATNDD,HELIPORT,Y
BKT,ALL/MON-FRI/0800-1800,AIRPORT,Y-L
07VA,UNATNDD,AIRPORT,
48VA,UNATNDD,AIRPORT,Y
09VA,UNATNDD,AIRPORT,Y
VA69,UNATNDD,HELIPORT,
VG43,UNATNDD,AIRPORT,Y
09VG,UNATNDD,HELIPORT,Y
3VA2,ALL/ALL/ALL,AIRPORT,Y
VA93,UNATNDD,AIRPORT,Y
3VA0,UNATNDD,AIRPORT,N
VA04,ALL/ALL/DAWN-DUSK,AIRPORT,Y
9VA0,UNATNDD,AIRPORT,Y
47VG,UNATNDD,HELIPORT,Y
17VA,UNATNDD,HELIPORT,
88VA,UNATNDD,AIRPORT,
7VA4,UNATNDD,HELIPORT,Y
VA30,UNATNDD,AIRPORT,Y
44VA,UNATNDD,AIRPORT,Y
3VA4,UNATNDD,AIRPORT,N
5VG1,ALL/ALL/DAWN-DUSK,AIRPORT,
9VA5,UNATNDD,HELIPORT,Y-L
MTV,ALL/ALL/0800-1700,AIRPORT,Y-L
66VG,ALL/ALL/ALL,HELIPORT,Y
9VA7,UNATNDD,"SEAPLANE BASE",Y
2VA8,UNATNDD,AIRPORT,Y
VG29,UNATNDD,AIRPORT,Y
VA66,UNATNDD,AIRPORT,
2VG5,UNATNDD,HELIPORT,
VA13,UNATNDD,AIRPORT,Y
VBW,ALL/SUN/1200-1600,AIRPORT,Y
VBW,ALL/SAT/0900-1600,AIRPORT,Y
VBW,ALL/MON-FRI/0800-1700,AIRPORT,Y
7VA1,UNATNDD,HELIPORT,Y
0VI1,ALL/ALL/SR-SS,AIRPORT,Y
0V4,UNATNDD,AIRPORT,Y-L
LVL,UNATNDD,AIRPORT,Y
95VA,UNATNDD,AIRPORT,Y
VA97,UNATNDD,HELIPORT,
8VG4,IREG,AIRPORT,Y
52VA,UNATNDD,HELIPORT,
VG33,ALL/ALL/SR-SS,AIRPORT,Y
VA07,UNATNDD,AIRPORT,
VG55,UNATNDD,AIRPORT,Y
70VA,UNATNDD,AIRPORT,Y
6VA9,UNATNDD,AIRPORT,Y
46VA,MAR-DEC/ALL/DALGT,AIRPORT,
9VG,DEC-FEB/ALL/IREG,AIRPORT,Y
9VG,MAR-NOV/ALL/DALGT,AIRPORT,Y
W94,ALL/MON-FRI/0800-1630,AIRPORT,Y
VA22,UNATNDD,HELIPORT,Y
VG46,UNATNDD,HELIPORT,Y-L
VA67,ALL/ALL/ALL,HELIPORT,Y
68VA,ALL/ALL/ALL,HELIPORT,Y
VG47,ALL/ALL/ALL,HELIPORT,Y-L
VG62,UNATNDD,HELIPORT,Y-L
8VA7,UNATNDD,HELIPORT,
36VA,UNATNDD,HELIPORT,Y
VG11,UNATNDD,HELIPORT,Y
VA10,UNATNDD,AIRPORT,
VA74,UNATNDD,HELIPORT,
VG59,UNATNDD,HELIPORT,
CHO,ALL/ALL/0430-0030,AIRPORT,Y-L
CXE,UNATTENDED,AIRPORT,Y
24VA,UNATNDD,AIRPORT,Y
11VA,ALL/ALL/ALL,HELIPORT,Y
CPK,ALL/ALL/0800-2000,AIRPORT,Y-L
5VA5,UNATNDD,AIRPORT,Y
6VA3,ALL/ALL/ALL,HELIPORT,Y
4VA8,UNATNDD,AIRPORT,Y
84VA,UNATNDD,HELIPORT,
VG48,UNATNDD,HELIPORT,Y
30VA,UNATNDD,HELIPORT,
5VA7,UNATNDD,HELIPORT,Y
NCL,IREG,HELIPORT,Y
35VA,UNATNDD,HELIPORT,Y
4VG2,UNATNDD,AIRPORT,
87VA,ALL/ALL/DALGT,AIRPORT,Y
VA72,UNATNDD,AIRPORT,Y
W81,UNATNDD,AIRPORT,Y-L
9VA3,UNATNDD,AIRPORT,Y
VA54,UNATNDD,HELIPORT,Y
25VG,UNATNDD,AIRPORT,
VA81,IREG,AIRPORT,Y
CJR,ALL/ALL/0800-1800,AIRPORT,Y-L
3VA9,UNATNDD,HELIPORT,
DAN,ALL/MON-FRI/0700-1900,AIRPORT,Y-L
DAN,ALL/SAT-SUN/0700-1900,AIRPORT,Y-L
DAA,ALL/ALL/ALL,AIRPORT,
5VA8,UNATNDD,HELIPORT,Y
2VG4,UNATNDD,HELIPORT,N
VA06,UNATNDD,AIRPORT,Y
VG17,UNATNDD,HELIPORT,Y
11VG,UNATNDD,AIRPORT,Y
47VA,ALL/ALL/ALL,HELIPORT,
VA51,ALL/MON-FRI/0800-1700,HELIPORT,Y
VA42,UNATNDD,AIRPORT,Y
W13,"ALL/ALL/0800 - 1630",AIRPORT,Y
21VA,UNATNDD,AIRPORT,Y
VG39,UNATNDD,AIRPORT,Y
4VA0,UNATTND,HELIPORT,
EMV,ALL/ALL/0900-1700,AIRPORT,Y-L
18VA,UNATNDD,HELIPORT,Y
VG01,UNATNDD,AIRPORT,Y
1VA4,UNATNDD,HELIPORT,
VA96,ALL/SAT-SUN/1300-DARK,AIRPORT,Y
26VA,ALL/ALL/ALL,HELIPORT,Y-L
W24,NOV-MAR/ALL/0700-1800,AIRPORT,Y-L
W24,APR-OCT/ALL/0700-1900,AIRPORT,Y-L
FVX,ALL/ALL/0730-1700,AIRPORT,Y-L
8VA3,UNATNDD,HELIPORT,Y
VG63,ALL/MON-FRI/0800-1630,HELIPORT,Y
VA99,UNATNDD,AIRPORT,Y
FAF,"EXP FEDERAL HOL",AIRPORT,
FAF,ALL/MON-FRI/1145-0400Z++,AIRPORT,
NFE,UNATNDD,AIRPORT,
81VA,UNATNDD,AIRPORT,Y
VA83,UNATNDD,AIRPORT,
8VA6,UNATNDD,AIRPORT,Y
3VA3,ALL/MON-FRI/0900-1700,AIRPORT,Y
VA60,APR-NOV/ALL/DAWN-DUSK,BALLOONPORT,Y
19VA,UNATNDD,AIRPORT,
4VA3,ALL/ALL/ALL,AIRPORT,Y
2VG8,UNATNDD,AIRPORT,
VG93,ALL/ALL/ALL,HELIPORT,Y
VA39,ALL/MON-FRI/DALGT,HELIPORT,
5VG2,UNATNDD,AIRPORT,
15VA,UNATNDD,AIRPORT,Y
33VA,UNATNDD,AIRPORT,Y
VA52,UNATNDD,AIRPORT,Y
FKN,ALL/ALL/0800-1700,AIRPORT,Y-L
9VA4,UNATNDD,AIRPORT,Y
FRR,MAY-SEP/ALL/0800-1700,AIRPORT,Y-L
FRR,OCT-APR/ALL/0900-1600,AIRPORT,Y-L
VG06,UNATNDD,AIRPORT,Y
3VA8,UNATNDD,AIRPORT,Y
55VA,"FOR CDS",HELIPORT,Y-L
98VA,UNATNDD,HELIPORT,Y
3VA5,IRREG,AIRPORT,Y
GVE,ALL/ALL/INTMT,AIRPORT,Y-L
62VA,ALL/ALL/DAWN-DUSK,AIRPORT,Y
VA12,UNATNDD,AIRPORT,Y
65VA,UNATNDD,AIRPORT,
00VI,UNATNDD,AIRPORT,Y
PVG,"ALL/ALL/0630 - 2130",AIRPORT,Y-L
0VA9,UNATNDD,AIRPORT,Y
7VA9,ALL/ALL/DAWN-DUSK,AIRPORT,Y
OFP,"JAN - DEC/ALL/0700-1900",AIRPORT,Y-L
20VG,UNATNDD,AIRPORT,Y
1VA8,UNATNDD,AIRPORT,Y
60VA,"ON CALL",HELIPORT,Y
90VA,UNATNDD,AIRPORT,Y
VG42,UNATNDD,AIRPORT,Y
4VA4,UNATNDD,AIRPORT,Y
VA37,UNATNDD,HELIPORT,
VA79,UNATNDD,AIRPORT,Y
89VA,UNATNDD,AIRPORT,
VA41,UNATNDD,AIRPORT,Y
61VA,UNATNDD,AIRPORT,Y
9VA1,UNATNDD,AIRPORT,
80VA,ALL/SAT-SUN/DAWN-DUSK,AIRPORT,Y
12VA,UNATNDD,AIRPORT,Y
7VA3,UNATNDD,HELIPORT,Y
53VA,UNATNDD,AIRPORT,Y
VA03,UNATNDD,HELIPORT,Y-L
W75,ALL/ALL/0800-1600,AIRPORT,Y-L
0VA3,UNATNDD,AIRPORT,Y
HSP,ALL/ALL/0900-1700,AIRPORT,Y-L
9VA8,UNATNDD,HELIPORT,
VG02,ALL/ALL/ALL,HELIPORT,Y
9VA2,ALL/ALL/ALL,HELIPORT,Y
72VA,ALL/ALL/ALL,HELIPORT,Y
74VA,UNATNDD,HELIPORT,Y-L
34VA,UNATNDD,HELIPORT,Y
VA90,UNATNDD,HELIPORT,Y-L
2VA1,UNATNDD,AIRPORT,Y
0VA1,UNATNDD,AIRPORT,N
9VG9,UNATNDD,AIRPORT,Y
14VA,UNATNDD,AIRPORT,Y
4VA2,UNATNDD,HELIPORT,Y
7W4,UNATNDD,AIRPORT,N
W63,ALL/ALL/0800-1700,AIRPORT,Y
VA68,ALL/ALL/ALL,AIRPORT,Y
VG16,UNATNDD,AIRPORT,Y
LFI,ALL/SAT-SUN/1300-2100Z++,AIRPORT,Y
LFI,ALL/MON-FRI/1100-0300Z++,AIRPORT,Y
VA28,UNATNDD,AIRPORT,Y
0VG,"ON CALL",AIRPORT,Y-L
VG64,UNATNDD,AIRPORT,Y
JYO,ALL/ALL/0500-2000,AIRPORT,Y
1VA2,UNATNDD,HELIPORT,Y
50VA,ALL/ALL/ALL,HELIPORT,Y-L
2VG3,UNATNDD,AIRPORT,Y
66VA,UNATNDD,HELIPORT,N
VA48,IREG,"SEAPLANE BASE",N
LNP,ALL/MON-SAT/0900-1800,AIRPORT,Y-L
VG50,UNATNDD,HELIPORT,Y-L
VA08,UNATNDD,AIRPORT,Y
VA32,ALL/ALL/DAWN-DUSK,AIRPORT,Y
6VG8,UNATNDD,HELIPORT,Y
7VG0,UNATNDD,AIRPORT,Y
8VA4,ALL/ALL/DALGT,AIRPORT,Y
LKU,"ALL/SAT & SUN/CLSD",AIRPORT,Y-L
LKU,ALL/MON-FRI/0830-1700,AIRPORT,Y-L
6VA2,UNATNDD,AIRPORT,N
VG94,UNATNDD,HELIPORT,
VA61,IREG,AIRPORT,Y
W31,UNATNDD,AIRPORT,Y-L
LUA,ALL/ALL/0800-1800,AIRPORT,Y-L
LYH,ALL/ALL/0500-2359,AIRPORT,Y-L
VA49,UNATNDD,AIRPORT,
VA38,UNATNDD,HELIPORT,Y
3VG2,UNATNDD,AIRPORT,
VG28,UNATNDD,AIRPORT,
63VA,UNATNDD,HELIPORT,Y
04VG,ALL/ALL/DALGT,ULTRALIGHT,Y
VG57,UNATTENDED,AIRPORT,Y-L
8VA8,ALL/ALL/ALL,HELIPORT,Y
APH,ALL/M-F/1300-2100Z++,AIRPORT,
13VG,UNATNDD,HELIPORT,
VG24,UNATNDD,AIRPORT,Y
VA73,UNATNDD,AIRPORT,Y
0VA6,UNATNDD,HELIPORT,Y
2G6,UNATNDD,"SEAPLANE BASE",
AVC,ALL/ALL/0800-1700,AIRPORT,Y-L
2VA2,UNATNDD,AIRPORT,Y
VG34,UNATNDD,AIRPORT,Y
2VA3,ALL/ALL/DALGT,AIRPORT,Y
1VA1,UNATNDD,AIRPORT,Y
FYJ,ALL/ALL/0800-1700,AIRPORT,Y-L
VG56,UNATNDD,AIRPORT,Y
91VA,UNATNDD,AIRPORT,Y
6VA8,UNATNDD,HELIPORT,Y
VG08,ALL/ALL/ALL,HELIPORT,Y-L
VA27,UNATNDD,AIRPORT,Y
VA21,UNATNDD,HELIPORT,Y
MKJ,ALL/SUN/CLOSED,AIRPORT,Y-L
MKJ,ALL/MON-SAT/0800-1800,AIRPORT,Y-L
06VA,UNATNDD,AIRPORT,
VA82,ALL/MON-FRI/ALL,HELIPORT,Y
VA17,UNATNDD,AIRPORT,Y
23VG,UNATNDD,AIRPORT,Y
10VA,UNATNDD,AIRPORT,
VA85,UNATNDD,AIRPORT,Y
W96,ALL/ALL/0900-1700,AIRPORT,Y-L
W90,UNATNDD,AIRPORT,Y
8W2,"ALL/M-F/0800 - 1630",AIRPORT,Y-L
86VA,UNATNDD,HELIPORT,Y
PHF,ALL/ALL/ALL,AIRPORT,Y-L
92VA,UNATNDD,AIRPORT,Y
PSK,ALL/SAT-SUN/0900-1700,AIRPORT,Y-L
PSK,ALL/MON-FRI/0800-1900,AIRPORT,Y-L
VA53,UNATNDD,HELIPORT,Y
2VA6,UNATNDD,AIRPORT,Y
ORF,ALL/ALL/ALL,AIRPORT,Y-L
NGU,ALL/ALL/ALL,AIRPORT,
NCY,IREG,HELIPORT,N
NTU,ALL/ALL/ALL,AIRPORT,
VA40,ALL/ALL/0600-2300,HELIPORT,Y-L
32VA,UNATNDD,AIRPORT,Y
VG20,UNATNDD,AIRPORT,Y
OMH,ALL/ALL/0830-1700,AIRPORT,Y-L
VA02,ALL/ALL/0800-0600,AIRPORT,Y
CD27,ALL/ALL/ALL,HELIPORT,Y-L
VA20,MAR-OCT/MON-SUN/0800-2000,AIRPORT,Y
VG05,UNATNDD,AIRPORT,
VA92,IREG,AIRPORT,N
79VG,UNATNDD,AIRPORT,
VG14,UNATNDD,HELIPORT,Y
01VA,UNATNDD,AIRPORT,Y
VA94,UNATNDD,AIRPORT,Y
4VA9,ALL/ALL/0900-1700,AIRPORT,Y
VA84,UNATNDD,HELIPORT,
3VG9,ALL/ALL/DAWN-DUSK,AIRPORT,Y
VA57,UNATNDD,AIRPORT,Y
05VA,UNATNDD,AIRPORT,Y
NYG,ALL/SAT/SUN/HOLS/CLSD,AIRPORT,
NYG,ALL/FRI/1300-2200Z++,AIRPORT,
NYG,ALL/MON-THU/1300-0000Z++,AIRPORT,
28VA,UNATNDD,HELIPORT,Y
49VA,ALL/ALL/ALL,HELIPORT,Y
7VA5,ALL/ALL/ALL,AIRPORT,Y
VA98,UNATNDD,AIRPORT,Y
6VA0,UNATNDD,AIRPORT,
43VA,"ON CALL",HELIPORT,Y-L
29VA,UNATNDD,AIRPORT,Y
FCI,ALL/ALL/0700-2200,AIRPORT,Y-L
RIC,ALL/ALL/ALL,AIRPORT,Y-L
VA58,UNATNDD,AIRPORT,Y
54VA,ALL/ALL/ALL,HELIPORT,Y
3VG6,UNATNDD,HELIPORT,Y-L
VA70,ALL/ALL/ALL,HELIPORT,Y
0VA2,UNATNDD,AIRPORT,Y
ROA,ALL/ALL/ALL,AIRPORT,Y-L
VG25,UNATNDD,AIRPORT,N
VG22,UNATNDD,AIRPORT,Y
VA47,UNATNDD,HELIPORT,Y
82VA,UNATNDD,AIRPORT,Y
2VA5,UNATNDD,AIRPORT,Y
6VA6,"ON CALL",HELIPORT,Y-L
VG07,UNATNDD,AIRPORT,Y
04VA,ALL/ALL/ALL,HELIPORT,Y
2VG6,UNATNDD,HELIPORT,Y
1VA0,UNATNDD,AIRPORT,Y
VA23,UNATNDD,AIRPORT,Y
9VA6,IREG,AIRPORT,
VG19,UNATNDD,AIRPORT,Y
VG30,UNATNDD,AIRPORT,Y
71VA,ALL/ALL/ALL,HELIPORT,Y
VA88,ALL/ALL/ALL,HELIPORT,Y
VG51,UNATNDD,HELIPORT,
2VG9,UNATNDD,HELIPORT,
3VG3,UNATNDD,AIRPORT,Y
2VG7,ALL/ALL/DUSK-DAWN,AIRPORT,Y
EZF,ALL/ALL/0800-1700,AIRPORT,Y-L
SHD,ALL/ALL/ALL,AIRPORT,Y-L
VG12,UNATNDD,AIRPORT,Y
97VA,UNATNDD,AIRPORT,Y
VA24,UNATNDD,AIRPORT,N
VG18,UNATNDD,AIRPORT,Y
51VA,UNATNDD,AIRPORT,Y
8VA1,UNATNDD,AIRPORT,Y
W91,ALL/ALL/ALL,AIRPORT,Y
VA19,ALL/ALL/ALL,AIRPORT,Y
9VA9,"ON CALL",HELIPORT,Y
5VA0,UNATNDD,HELIPORT,Y
73VA,UNATNDD,HELIPORT,
VA77,UNATNDD,HELIPORT,Y
40VA,ALL/ALL/ALL,HELIPORT,Y-L
03VA,ALL/ALL/ALL,HELIPORT,Y
08VA,IREG,GLIDERPORT,Y
41VA,ALL/ALL/ALL,HELIPORT,Y
RMN,ALL/ALL/0800-1800,AIRPORT,Y-L
VG09,UNATNDD,AIRPORT,Y-L
4VA5,UNATNDD,AIRPORT,Y
13VA,ALL/ALL/ALL,HELIPORT,Y
38VA,ALL/ALL/ALL,HELIPORT,N
5VA3,UNATNDD,HELIPORT,Y
37VA,ALL/ALL/ALL,HELIPORT,Y
SFQ,ALL/ALL/0800-1700,AIRPORT,Y-L
5VA2,UNATNDD,HELIPORT,Y
6VA4,UNATNDD,AIRPORT,Y
TGI,APR-OCT/SAT-SUN/0800-1630,AIRPORT,Y
XSA,"NOV - FEB/ALL/0800-1800",AIRPORT,Y-L
XSA,"MAR - OCT/ALL/0900-1900",AIRPORT,Y-L
VG49,UNATNDD,HELIPORT,Y
JFZ,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
7VA2,UNATNDD,HELIPORT,Y
VA62,UNATNDD,AIRPORT,Y
02VA,UNATNDD,AIRPORT,N
3VA1,UNATNDD,AIRPORT,Y
53VG,UNATNDD,AIRPORT,Y
93VA,UNATNDD,AIRPORT,Y
VA46,UNATNDD,AIRPORT,N
