Site Id,Loc Id,ICAO Id,State Id,Sequence,Schedule
23674.85*A,9TA3,,TX,1,UNATNDD
23674.88*H,6TA4,,TX,1,UNATNDD
23675.1*A,8F3,,TX,2,UNATNDD
23676.51*A,TX11,,TX,1,UNATNDD
23676.8*H,95TE,,TX,1,UNATNDD
23680.01*A,TT50,,TX,1,UNATNDD
23681.1*H,07XS,,TX,1,UNATNDD
23684.11*A,TA34,,TX,1,UNATNDD
23684.12*A,3TA9,,TX,1,UNATNDD
23684.1*A,XS77,,TX,1,UNATNDD
23684.21*A,8TE4,,TX,1,UNATNDD
23684.*A,20R,,TX,1,UNATNDD
23690.01*H,2TE9,,TX,1,UNATNDD
23690.*A,T71,,TX,1,UNATNDD
23692.*A,TA06,,TX,1,UNATNDD
23695.03*H,2XA3,,TX,1,UNATNDD
23695.11*A,TS07,,TX,2,IREG
23704.1*A,8F5,,TX,1,UNATNDD
23706.1*A,25TS,,TX,1,ALL/ALL/DALGT
23708.*A,DHT,KDHT,TX,1,ALL/ALL/0800-1900
23710.12*A,1F7,,TX,1,UNATNDD
23710.13*H,9TA4,,TX,1,UNATNDD
23710.14*H,9TA5,,TX,1,UNATNDD
23710.15*H,XS97,,TX,1,UNATNDD
23710.18*H,49T,,TX,2,UNATNDD
23710.19*H,TX18,,TX,1,ALL/MON-FRI/0700-1730
23710.1*A,F69,,TX,2,UNATNDD
23710.21*H,TX53,,TX,1,ALL/ALL/ALL
23710.23*H,53TX,,TX,1,ALL/MON-SAT/0600-2000
23710.24*H,TA40,,TX,1,ALL/MON-FRI/0800-1700
23710.25*H,9TS8,,TX,1,UNATNDD
23710.26*H,9TS9,,TX,1,UNATNDD
23710.27*H,TE43,,TX,1,ALL/ALL/ALL
23710.28*H,TX60,,TX,1,UNATNDD
23710.29*H,XA61,,TX,1,UNATNDD
23710.2*A,RBD,KRBD,TX,1,ALL/ALL/0600-2000
23710.31*H,TS06,,TX,1,ALL/ALL/ALL
23710.33*H,37TA,,TX,1,UNATNDD
23710.34*H,9TX8,,TX,1,UNATNDD
23710.35*H,TX98,,TX,1,UNATNDD
23710.36*H,TE22,,TX,1,ALL/ALL/ALL
23710.38*A,TKI,KTKI,TX,1,ALL/ALL/0600-2200
23710.3*A,ADS,KADS,TX,1,ALL/ALL/0600-2200
23710.41*H,TX55,,TX,1,UNATNDD
23710.4*H,XA62,,TX,1,UNATNDD
23710.6*A,DFW,KDFW,TX,1,ALL/ALL/ALL
23713.01*H,38TX,,TX,1,ALL/ALL/ALL
23713.03*H,85TS,,TX,1,UNATNDD
23713.*A,DAL,KDAL,TX,1,ALL/ALL/ALL
23720.01*A,XS21,,TX,1,UNATNDD
23720.*A,4TA0,,TX,1,UNATNDD
23722.01*A,77XS,,TX,1,IREG
23722.02*A,07TA,,TX,1,ALL/ALL/ALL
23722.03*A,2XA2,,TX,1,ALL/ALL/ALL
23722.6*A,78XS,,TX,1,ALL/ALL/0800-1700
23722.7*A,96TX,,TX,1,UNATNDD
23724.35*A,14XS,,TX,1,UNATNDD
23724.3*A,TX38,,TX,1,UNATNDD
23724.45*A,5TS3,,TX,1,UNATNDD
23724.611*A,TA07,,TX,1,MAR-SEP/ALL/ALL
23724.615*A,TS35,,TX,1,UNATNDD
23724.61*A,3TE1,,TX,1,UNATNDD
23724.64*A,3TE9,,TX,1,ALL/ALL/0700-1800
23726.11*A,09T,,TX,1,UNATNDD
23726.12*A,TX64,,TX,1,UNATNDD
23726.13*A,76T,,TX,1,UNATNDD
23726.14*A,58T,,TX,1,UNATNDD
23726.15*A,XA34,,TX,1,ALL/ALL/ALL
23726.16*A,XA98,,TX,1,UNATNDD
23726.17*A,XA99,,TX,1,UNATNDD
23726.18*H,XA57,,TX,1,UNATNDD
23726.21*A,35X,,TX,1,UNATNDD
23726.22*A,62TS,,TX,1,UNATNDD
23726.23*H,25TT,,TX,1,UNATNDD
23726.*A,LUD,KLUD,TX,1,ALL/ALL/0800-1700
23730.01*H,TE28,,TX,1,ALL/ALL/ALL
23730.*H,61TS,,TX,1,ALL/ALL/ALL
23740.11*A,TS14,,TX,1,ALL/ALL/ALL
23741.13*H,4TE5,,TX,1,UNATNDD
23741.21*A,2E5,,TX,1,UNATNDD
23742.11*A,TA81,,TX,1,UNATNDD
23742.1*A,23TS,,TX,1,UNATNDD
23742.3*A,4TE2,,TX,1,UNATNDD
23742.41*A,8TS8,,TX,1,UNATNDD
23742.42*A,54XS,,TX,1,UNATNDD
23742.4*A,4TE7,,TX,1,UNATNDD
23742.5*A,TS04,,TX,1,UNATNDD
23742.9*A,1TS9,,TX,1,UNATNDD
23744.*A,DLF,KDLF,TX,1,ALL/MON-FRI/1300-0100Z++
23744.*A,DLF,KDLF,TX,2,ALL/SUN/2000-2300Z++
23745.*A,DRT,KDRT,TX,2,ALL/ALL/0700-1900
23746.7*A,TA55,,TX,1,UNATNDD
23747.31*A,9XS4,,TX,2,UNATNDD
23747.31*H,16XA,,TX,1,UNATNDD
23747.33*A,58TE,,TX,1,UNATNDD
23747.34*H,65TT,,TX,1,UNATNDD
23749.01*A,4TA1,,TX,1,ALL/MON-FRI/0900-1700
23749.02*H,TS58,,TX,1,ALL/ALL/ALL
23749.03*A,TE81,,TX,1,UNATNDD
23749.04*H,TX50,,TX,1,ALL/ALL/ALL
23749.*A,3XS0,,TX,2,ALL/TUES-SUN/0900-1700(WINTER)
23749.*A,3XS0,,TX,1,ALL/TUES-SUN/0900-2100(SUMMER)
23750.*A,DTO,KDTO,TX,1,ALL/ALL/0600-2200
23752.02*A,1TA5,,TX,1,ALL/MON-FRI/0800-1700
23752.*A,E57,,TX,1,IREG
23759.7*H,73T,,TX,1,ALL/MON-FRI/0900-1800
23760.1*A,23R,,TX,1,ALL/MON-FRI/DAWN-DUSK
23760.81*A,4TE9,,TX,1,UNATNDD
23760.8*A,4TS8,,TX,1,UNATNDD
23761.01*H,29XS,,TX,1,ALL/ALL/0730-2200
23762.*H,T34,,TX,1,ALL/MON-FRI/0800-1700
23767.11*A,24R,,TX,1,UNATNDD
23767.4*A,6TA9,,TX,1,UNATNDD
23767.*A,5TS5,,TX,1,UNATNDD
23769.1*A,T55,,TX,2,UNATNDD
23769.*A,7TS8,,TX,1,UNATNDD
23771.*A,X65,,TX,1,ALL/MON-FRI/0800-1700
23776.01*A,5TE2,,TX,1,UNATNDD
23776.02*A,5TE3,,TX,1,UNATNDD
23776.22*H,74TA,,TX,1,UNATNDD
23776.23*H,TA22,,TX,1,UNATNDD
23776.24*A,95XA,,TX,1,UNATNDD
23776.*A,14TX,,TX,1,UNATNDD
23779.*A,6R6,,TX,1,ALL/MON-FRI/INTMNT
23781.11*A,9F0,,TX,1,ALL/WED-FRI/0900-2100
23781.11*A,9F0,,TX,2,ALL/SAT/0900-1400
23781.1*A,17XS,,TX,1,UNATNDD
23785.11*H,05XA,,TX,1,UNATNDD
23785.1*A,DUX,KDUX,TX,1,ALL/ALL/0800-1700
23787.01*H,TA39,,TX,1,ALL/ALL/ALL
23787.02*A,5TE7,,TX,1,UNATNDD
23787.*A,ELA,KELA,TX,1,ALL/ALL/IREG
23793.02*H,0XA2,,TX,1,UNATNDD
23793.1*A,5TE0,,TX,1,UNATNDD
23794.19*H,70TX,,TX,1,UNATNDD
23794.*A,5T9,,TX,1,ALL/MON-FRI/0830-1800
23794.*A,5T9,,TX,2,ALL/SAT-SUN/1000-1600
23796.03*H,56TE,,TX,1,UNATNDD
23796.*A,ETN,KETN,TX,1,ALL/MON-SAT/0800-1800
23798.1*A,TX68,,TX,1,UNATNDD
23799.2*A,6TE0,,TX,1,UNATNDD
23800.*A,TS29,,TX,1,IREG
23804.12*U,49XA,,TX,1,ALL/MON-FRI/0800-1700
23804.12*U,49XA,,TX,2,ALL/SAT/0800-1200
23804.*A,EBG,KEBG,TX,1,ALL/ALL/0800-1700
23805.2*A,6TE1,,TX,3,ALL/SUN/CLSD
23805.2*A,6TE1,,TX,1,ALL/MON-FRI/DAWN-DUSK
23805.2*A,6TE1,,TX,2,ALL/SAT/DAWN-NOON
23808.01*A,6TE3,,TX,1,UNATNDD
23808.11*A,6TE5,,TX,1,ALL/ALL/ALL
23808.1*A,26R,,TX,1,UNATNDD
23813.4*A,8TE8,,TX,1,APR-OCT/MON-SAT/0700-1900
23813.5*A,7TE6,,TX,1,UNATNDD
23813.6*A,0XS1,,TX,1,UNATNDD
23813.8*A,2TE4,,TX,1,UNATNDD
23814.1*A,68TE,,TX,1,UNATNDD
23814.2*A,TS96,,TX,1,ALL/ALL/DALGT
23817.01*A,6TA0,,TX,1,UNATNDD
23817.*A,27R,,TX,1,UNATNDD
23820.11*A,TX61,,TX,1,UNATNDD
23820.12*A,TX72,,TX,1,ALL/ALL/ALL
23820.13*A,62TA,,TX,1,UNATNDD
23820.14*A,1XS2,,TX,1,UNATNDD
23820.*A,56TS,,TX,1,IREG
23824.611*A,2TX1,,TX,1,ALL/ALL/DALGT
23824.61*A,6XS9,,TX,1,UNATNDD
23824.621*H,09XA,,TX,1,UNATNDD
23824.6*A,28TE,,TX,1,ALL/ALL/ALL
23826.12*H,03XA,,TX,1,UNATNDD
23826.14*H,27TE,,TX,1,UNATNDD
23826.16*H,TX44,,TX,1,UNATNDD
23826.19*H,TS53,,TX,1,ALL/M-F/0800-1700
23826.1*H,TA41,,TX,1,ALL/ALL/ALL
23830.01*H,TS59,,TX,1,ALL/ALL/0700-1900
23830.02*H,TE95,,TX,1,UNATNDD
23830.7*A,02XS,,TX,1,UNATNDD
23830.*A,ELP,KELP,TX,1,ALL/ALL/ALL
23831.5*A,67TX,,TX,1,UNATNDD
23833.01*A,2TX4,,TX,1,UNATNDD
23833.03*A,8TS9,,TX,1,UNATNDD
23833.04*A,XA66,,TX,1,UNATNDD
23833.6*A,2TA8,,TX,1,UNATNDD
23833.*A,TE29,,TX,1,UNATNDD
23836.1*A,F41,,TX,2,ALL/MON-FRI/0800-1700
23838.01*A,TE39,,TX,1,UNATNDD
23838.02*A,TX39,,TX,1,UNATNDD
23838.*A,TX94,,TX,1,UNATNDD
23842.6*H,6TA1,,TX,1,ALL/ALL/0800-1800
23843.5*A,4TE8,,TX,1,UNATNDD
23843.7*A,00TS,,TX,1,ALL/ALL/DAWN-DUSK
23844.*A,E35,,TX,1,ALL/ALL/0800-1700
23848.12*H,2XA8,,TX,1,ALL/ALL/ALL
23848.1*A,2TA6,,TX,1,ALL/ALL/ALL
23850.11*H,98TX,,TX,1,UNATNDD
23850.1*A,7TE2,,TX,1,UNATNDD
23852.6*A,7TE0,,TX,1,UNATNDD
23852.91*A,6XS3,,TX,1,UNATNDD
23852.9*A,8TA5,,TX,1,IREG
23852.*A,BKS,KBKS,TX,1,NOV-FEB/ALL/0900-1700
23852.*A,BKS,KBKS,TX,2,MAR-OCT/MON-FRI/0900-1600
23853.7*H,TE82,,TX,1,ALL/ALL/DALGT
23853.92*A,0TX7,,TX,1,UNATTND
23855.*A,XS90,,TX,1,ALL/ALL/ALL
23856.*H,12T,,TX,1,UNATNDD
23857.5*H,08TA,,TX,1,UNATNDD
23860.*A,2TE5,,TX,1,UNATNDD
23868.011*A,8TA0,,TX,2,ALL/SUN/ALL
23868.011*A,8TA0,,TX,1,ALL/SAT/1200-2400
23868.01*A,7TE9,,TX,1,UNATNDD
23868.02*A,82XS,,TX,1,UNATNDD
23868.17*A,TS47,,TX,1,UNATNDD
23868.611*A,0TX5,,TX,1,UNATNDD
23868.*A,1TE7,,TX,1,UNATNDD
23870.8*A,TA08,,TX,1,UNATNDD
23871.1*A,41F,,TX,1,ALL/MON-SAT/0800-1800
23873.15*A,T93,,TX,1,UNATNDD
23873.5*A,64XA,,TX,1,UNATNDD
23873.71*A,TA18,,TX,1,ALL/SAT-SUN/ALL
23873.7*A,01TE,,TX,1,ALL/MON-SAT/0800-1800
23876.*A,BIF,KBIF,TX,1,ALL/MON-SUN/1500-0700Z++
23876.*A,BIF,KBIF,TX,3,EXCP HOL
23882.21*A,HLR,KHLR,TX,1,ALL/MON-FRI/1400-0600Z++
23882.21*A,HLR,KHLR,TX,2,EXC HOL
23882.2*A,GRK,KGRK,TX,1,ALL/ALL/ALL
23882.71*H,0XA1,,TX,1,UNATNDD
23882.72*A,06TT,,TX,1,UNATNDD
23885.1*A,4TS7,,TX,1,UNATNDD
23885.*A,FST,KFST,TX,1,ALL/ALL/0800-1700
23887.03*H,51TA,,TX,1,UNATNDD
23887.04*H,1XS3,,TX,1,ALL/ALL/ALL
23887.09*H,TS56,,TX,1,UNATNDD
23887.11*A,50F,,TX,1,ALL/MON-SAT/DALGT
23887.12*H,TX65,,TX,1,UNATNDD
23887.13*H,XS96,,TX,1,ALL/ALL/ALL
23887.14*H,5TX9,,TX,1,ALL/ALL/ALL
23887.1*A,TS00,,TX,1,UNATNDD
23887.21*H,TE30,,TX,1,ALL/ALL/ALL
23887.24*H,XA18,,TX,1,UNATNDD
23887.2*A,4T2,,TX,1,UNATNDD
23887.31*H,3XS7,,TX,1,UNATNDD
23887.3*A,T67,,TX,1,UNATNDD
23887.4*A,9F9,,TX,1,ALL/ALL/0900-1700
23887.6*H,93TX,,TX,1,ALL/ALL/ALL
23887.7*A,2TE2,,TX,1,ALL/MON-FRI/IREG
23887.7*A,2TE2,,TX,2,ALL/SAT-SUN/DAWN-DUSK
23887.*A,FTW,KFTW,TX,1,ALL/ALL/ALL
23889.19*H,0TA3,,TX,1,ALL/ALL/ALL
23891.25*H,00TE,,TX,1,UNATNDD
23891.26*H,9F5,,TX,1,UNATNDD
23894.905*A,TT31,,TX,1,UNATNDD
23895.02*H,XS04,,TX,1,ALL/M-F/0700-2400
23895.11*A,FWS,KFWS,TX,1,ALL/ALL/0700-2200
23895.12*H,XA36,,TX,1,UNATNDD
23895.13*H,XA37,,TX,1,UNATNDD
23895.1*A,TS73,,TX,1,UNATNDD
23895.3*A,AFW,KAFW,TX,1,ALL/ALL/ALL
23895.51*H,XA65,,TX,1,UNATNDD
23895.52*H,89TE,,TX,1,UNATNDD
23895.53*H,97XA,,TX,1,UNATNDD
23895.54*H,56XA,,TX,1,UNATNDD
23895.*A,NFW,KNFW,TX,1,ALL/MON-FRI/1300-0500Z++
23895.*A,NFW,KNFW,TX,3,OT BY NOTAM
23895.*A,NFW,KNFW,TX,2,ALL/SAT-SUN/1500-2300Z++
23902.01*C,TX1,,TX,1,UNATNDD
23902.81*A,TX75,,TX,1,UNATNDD
23902.82*A,1TE9,,TX,1,UNATNDD
23902.9*A,T25,,TX,1,ALL/ALL/IREG
23903.01*A,8TE7,,TX,1,UNATNDD
23903.02*A,XS01,,TX,1,UNATNDD
23903.03*A,TS36,,TX,1,UNATNDD
23903.04*A,7XS7,,TX,1,UNATNDD
23903.06*A,TE97,,TX,1,UNATNDD
23903.07*A,6XA0,,TX,1,UNATNDD
23903.09*H,3TX8,,TX,1,UNATNDD
23903.12*A,25XA,,TX,1,UNATNDD
23903.13*A,35TE,,TX,1,UNATNDD
23903.14*A,08TT,,TX,1,UNATNDD
23903.15*A,XA45,,TX,1,UNATNDD
23903.1*A,44TX,,TX,1,ALL/ALL/ALL
23903.*A,T82,,TX,2,ALL/MON-FRI/0800-1700
23904.11*H,0XA3,,TX,1,UNATNDD
23904.17*H,9TA6,,TX,1,ALL/ALL/ALL
23904.19*H,5TS6,,TX,1,ALL/ALL/ALL
23904.1*H,52TX,,TX,1,UNATNDD
23904.2*H,97TE,,TX,1,UNATNDD
23906.01*A,0XA4,,TX,1,UNATNDD
23906.11*A,28TA,,TX,1,ALL/ALL/ALL
23906.12*A,42XS,,TX,1,UNATNDD
23906.*A,TX56,,TX,1,UNATNDD
23907.01*A,19TS,,TX,1,UNATNDD
23907.71*A,7XS0,,TX,1,UNATNDD
23907.7*H,XA38,,TX,1,UNATNDD
23907.*A,T19,,TX,1,UNATNDD
23908.51*H,TX80,,TX,1,UNATNDD
23908.845*A,TT66,,TX,1,UNATNDD
23908.*A,X54,,TX,1,ALL/ALL/DALGT
23909.61*A,X09,,TX,1,UNATNDD
23909.8*A,9TE5,,TX,1,UNATNDD
23911.01*A,TX81,,TX,1,ALL/MON-FRI/0800-1600
23911.02*H,8TX9,,TX,1,UNATNDD
23911.03*A,XS62,,TX,1,UNATNDD
23911.*A,GLE,KGLE,TX,1,ALL/ALL/0800-1700
23913.*A,12TT,,TX,1,UNATNDD
23915.01*H,8XS5,,TX,1,UNATNDD
23915.02*H,9TS7,,TX,1,ALL/ALL/ALL
23915.05*H,84TS,,TX,1,UNATNDD
23915.06*H,9TA7,,TX,1,ALL/ALL/ALL
23915.075*H,XA73,,TX,1,UNATNDD
23915.08*H,XA74,,TX,1,UNATNDD
23915.19*H,89TX,,TX,1,JAN-DEC/ALL/0930-1900
23915.*A,GLS,KGLS,TX,1,ALL/ALL/0600-2000
23920.*A,TS08,,TX,1,ALL/ALL/DALGT
23921.07*A,TS13,,TX,1,UNATNDD
23922.51*A,TS55,,TX,1,ALL/ALL/0700-1900
23922.5*U,TS67,,TX,1,ALL/WED-SUN/DAWN-DUSK
23923.*A,12XA,,TX,1,UNATNDD
23925.14*H,90TA,,TX,1,UNATNDD
23925.15*H,TS60,,TX,1,ALL/MON-FRI/0800-1700
23925.2*A,TX91,,TX,1,IREG
23925.*H,T57,,TX,2,ALL/SUN/0900-1700
23925.*H,T57,,TX,1,ALL/MON-SAT/0800-1800
23930.1*A,2TX5,,TX,1,UNATNDD
23930.2*A,GOP,KGOP,TX,1,ALL/MON-FRI/0800-1700
23933.01*H,36TS,,TX,1,IREG
23933.02*A,TX92,,TX,1,UNATNDD
23933.03*A,07TS,,TX,1,UNATNDD
23933.12*A,05TE,,TX,1,UNATNDD
23933.13*A,30TA,,TX,1,UNATNDD
23933.14*A,0XA7,,TX,1,UNATNDD
23933.*A,TS01,,TX,1,UNATNDD
23934.02*A,TA68,,TX,1,UNATNDD
23934.61*A,8T6,,TX,2,UNATNDD
23934.6*A,59TS,,TX,1,IREG
23934.*A,GTU,KGTU,TX,1,ALL/ALL/0700-1900
23935.*A,50TA,,TX,1,UNATNDD
23937.1*A,GYB,KGYB,TX,1,ALL/MON-FRI/0900-1800
23937.*A,9TX1,,TX,1,UNATNDD
23939.11*A,JXI,KJXI,TX,1,ALL/MON-FRI/0700-1700
23948.1*A,TA35,,TX,1,UNATNDD
23948.21*A,TX93,,TX,1,UNATNDD
23948.22*A,8TS7,,TX,1,UNATNDD
23948.24*A,41TA,,TX,1,UNATNDD
23948.25*A,TS61,,TX,1,UNATNDD
23948.26*A,XA04,,TX,1,UNATNDD
23948.27*H,XA54,,TX,1,ALL/ALL/ALL
23948.2*A,09TE,,TX,1,UNATNDD
23948.*A,07F,,TX,1,ALL/ALL/0800-1700
23949.51*A,59TX,,TX,1,UNATNDD
23949.54*A,20T,,TX,1,ALL/ALL/ALL
23949.55*A,35TT,,TX,1,UNATNDD
23949.91*A,XA90,,TX,1,IREG
23949.9*H,TE54,,TX,1,UNATNDD
23950.1*A,8TX3,,TX,1,UNATNDD
23950.2*A,T37,,TX,1,ALL/ALL/0800-1700
23950.41*A,XS46,,TX,1,UNATNDD
23950.4*A,18XA,,TX,1,UNATNDD
23950.61*A,98TS,,TX,1,UNATNDD
23950.6*A,TA76,,TX,2,UNATNDD
23951.1*A,T20,,TX,1,UNATNDD
23952.51*A,TX99,,TX,1,UNATNDD
23952.8*A,TE38,,TX,1,UNATNDD
23955.01*A,83TS,,TX,1,UNATNDD
23955.4*A,3T0,,TX,1,UNATNDD
23957.*A,0TE6,,TX,1,UNATNDD
23960.51*A,F35,,TX,1,UNATNDD
23960.52*A,TT16,,TX,1,UNATNDD
23961.01*A,4TA3,,TX,1,UNATNDD
23961.22*A,TT40,,TX,1,UNATNDD
23961.2*A,10TT,,TX,1,UNATNDD
23961.*A,RPH,KRPH,TX,1,ALL/MON-SAT/0800-1700
23961.*A,RPH,KRPH,TX,2,ALL/SUN/1300-1700
23965.12*A,TS89,,TX,1,UNATNDD
23965.14*A,66TE,,TX,1,UNATNDD
23965.1*A,GDJ,KGDJ,TX,1,ALL/ALL/0700-1900
23965.31*A,0TX1,,TX,1,UNATNDD
23965.3*A,0TX0,,TX,1,UNATNDD
23969.01*A,GPM,KGPM,TX,5,ALL/SUN/0800-1800
23969.01*A,GPM,KGPM,TX,3,MARCH-OCTOBER/MON-SAT/0700-2100
23969.01*A,GPM,KGPM,TX,4,NOVEMBER-FEBRUARY/MON-SAT/0800-1800
23969.02*H,0TX2,,TX,1,UNATNDD
23969.06*H,TA88,,TX,1,ALL/MON-FRI/0800-1800
23969.08*H,56TA,,TX,1,UNATNDD
23970.01*A,96TS,,TX,1,UNATNDD
23970.*H,XA01,,TX,1,UNATNDD
23973.51*A,3XA0,,TX,1,UNATNDD
23973.52*A,XA75,,TX,1,UNATNDD
23973.5*A,11TE,,TX,1,IREG
23973.61*A,2G5,,TX,1,UNATNDD
23973.71*A,7XS3,,TX,1,ALL/ALL/ALL
23974.3*H,78TX,,TX,1,UNATNDD
23985.01*A,31TS,,TX,1,IREG/ALL/0800-2000
23985.03*A,0TX9,,TX,1,ALL/MON-SAT/DAWN-DUSK
23985.05*H,XA56,,TX,1,UNATNDD
23985.11*A,XS14,,TX,1,UNATNDD
23985.12*H,XA35,,TX,1,UNATNDD
23985.1*A,37TS,,TX,1,UNATNDD
23985.*A,GVT,KGVT,TX,1,ALL/SUN-THU/0730-1700
23985.*A,GVT,KGVT,TX,2,ALL/FRI-SAT/0730-1800
23988.6*A,01TS,,TX,1,UNATNDD
23990.*A,33R,,TX,1,UNATNDD
23995.1*A,E19,,TX,1,UNATNDD
23997.51*H,TS72,,TX,1,UNATNDD
23997.52*A,74XA,,TX,2,ALL/SAT/1000-1500
23997.52*A,74XA,,TX,1,ALL/MON-FRI/0900-1700
23997.5*H,8TX1,,TX,1,ALL/ALL/ALL
23999.1*A,6TE6,,TX,1,UNATNDD
23999.2*A,1TX2,,TX,1,UNATNDD
23999.3*A,1TX3,,TX,1,UNATNDD
24001.31*A,0TA2,,TX,1,UNATNDD
24001.*A,1TX5,,TX,1,UNATNDD
24002.11*A,34R,,TX,1,UNATNDD
24003.01*A,1TX6,,TX,1,UNATNDD
24003.02*A,8XA7,,TX,1,UNATNDD
24003.*A,MNZ,KMNZ,TX,1,ALL/ALL/INTMT
24005.01*A,1TX7,,TX,1,ALL/ALL/ALL
24005.1*A,16TX,,TX,1,UNATNDD
24005.*H,48TA,,TX,1,UNATNDD
24008.095*A,TT19,,TX,1,UNATNDD
24011.19*H,28TS,,TX,1,ALL/ALL/ALL
24012.01*H,TS68,,TX,1,ALL/ALL/ALL
24012.02*H,78TS,,TX,1,ALL/ALL/ALL
24012.03*H,49TX,,TX,1,ALL/ALL/ALL
24012.1*A,2TS2,,TX,1,UNATNDD
24012.*A,HRL,KHRL,TX,1,ALL/ALL/0600-0000
24013.3*A,XA41,,TX,1,UNATNDD
24014.5*A,1TX8,,TX,1,IREG
24014.81*A,32TA,,TX,1,UNATNDD
24014.8*A,10TE,,TX,1,UNATNDD
24014.*H,8TE9,,TX,1,UNATNDD
24015.12*A,15F,,TX,1,UNATNDD
24015.7*U,0TS2,,TX,1,UNATNDD
24016.01*A,16TE,,TX,1,UNATNDD
24016.*A,1TX9,,TX,1,UNATNDD
24026.1*A,1TE5,,TX,1,ALL/ALL/DALGT
24026.*A,LHB,KLHB,TX,1,UNATNDD
24030.11*A,TS69,,TX,1,UNATNDD
24030.121*A,HBV,KHBV,TX,1,UNATNDD
24030.122*A,TA44,,TX,1,UNATNDD
24030.12*A,03TE,,TX,1,UNATNDD
24032.51*A,4TA4,,TX,1,UNATNDD
24032.52*A,00XA,,TX,1,UNATNDD
24032.5*G,35TS,,TX,1,UNATNDD
24032.*H,33XS,,TX,1,UNATNDD
24034.01*H,60TA,,TX,1,UNATNDD
24034.*A,RFI,KRFI,TX,1,ALL/ALL/0800-1700
24035.5*A,63XS,,TX,1,UNATNDD
24037.01*A,TE10,,TX,1,UNATNDD
24037.02*A,66XA,,TX,1,UNATNDD
24037.*A,8TS2,,TX,1,UNATNDD
24041.2*A,5XS2,,TX,1,UNATNDD
24042.*A,HRX,KHRX,TX,1,ALL/ALL/0800-1700
24044.*A,14TE,,TX,1,UNATNDD
24047.02*A,TA78,,TX,1,UNATNDD
24047.03*H,4TX9,,TX,1,UNATNDD
24047.04*A,22XA,,TX,1,UNATNDD
24047.*A,2TX2,,TX,1,UNATNDD
24048.51*H,15TE,,TX,1,UNATNDD
24048.*A,1X1,,TX,1,UNATNDD
24056.*A,9XS1,,TX,1,UNATNDD
24057.9*A,INJ,KINJ,TX,1,ALL/MON-FRI/0800-1700
24059.2*A,0TE4,,TX,1,UNATNDD
24060.01*A,37TE,,TX,1,UNATNDD
24060.5*A,06TX,,TX,1,UNATNDD
24061.5*A,4TA5,,TX,1,UNATNDD
24062.01*A,TE57,,TX,1,UNATNDD
24062.*A,HDO,KHDO,TX,1,ALL/MON-FRI/0730-1700
24065.01*H,TT83,,TX,1,UNATNDD
24065.*A,DZB,KDZB,TX,1,ALL/ALL/0700-1900
24067.01*H,TS24,,TX,1,ALL/M-F/0700-2000
24067.04*H,TS16,,TX,1,UNATNDD
24067.07*H,TS37,,TX,1,ALL/M0N-FRI/0800-1700
24067.08*H,TS19,,TX,1,UNATNDD
24067.113*H,TE11,,TX,1,UNATNDD
24067.115*H,40XA,,TX,1,UNATNDD
24067.116*H,81XS,,TX,1,UNATNDD
24067.118*H,83XS,,TX,1,ALL/ALL/0700-1700
24067.121*H,22TS,,TX,1,UNATNDD
24067.13*A,21XS,,TX,2,ALL/SAT/ALL
24067.13*A,21XS,,TX,1,ALL/MON-FRI/DUSK
24067.15*H,21TA,,TX,1,ALL/ALL/ALL
24067.17*H,TA45,,TX,1,ALL/MON-FRI/0800-1700
24067.19*H,0TA5,,TX,1,UNATNDD
24067.1*A,LVJ,KLVJ,TX,2,ALL/ALL/0800-1900
24067.21*A,T51,,TX,1,ALL/ALL/DAWN-0000
24067.23*H,1TA9,,TX,1,ALL/ALL/0600-2400
24067.24*H,12TA,,TX,1,UNATNDD
24067.26*H,10TA,,TX,1,ALL/ALL/DALGT
24067.33*H,80TA,,TX,1,UNATNDD
24067.36*H,97TA,,TX,1,UNATNDD
24067.39*H,XS26,,TX,1,ALL/MON-FRI/IREG
24067.3*A,EFD,KEFD,TX,1,ALL/ALL/ALL
24067.43*H,26TE,,TX,1,UNATNDD
24067.4*H,24TE,,TX,1,UNATNDD
24067.53*H,6TA6,,TX,1,UNATNDD
24067.56*H,TS34,,TX,1,UNATNDD
24067.57*H,TS17,,TX,1,UNATNDD
24067.61*A,SGR,KSGR,TX,1,ALL/ALL/0500-2300
24067.66*H,TS33,,TX,1,ALL/MON-FRI/DALGT
24067.67*H,TS26,,TX,1,UNATNDD
24067.68*H,33TX,,TX,1,UNATNDD
24067.6*A,AXH,KAXH,TX,1,ALL/ALL/ALL
24067.73*H,TS31,,TX,1,UNATNDD
24067.79*H,TS82,,TX,1,UNATNDD
24067.81*H,TS83,,TX,1,UNATNDD
24067.84*H,0TS3,,TX,1,ALL/ALL/0900-1700
24067.88*H,3TS8,,TX,1,ALL/ALL/0700-2000
24067.89*H,4TS2,,TX,1,UNATNDD
24067.91*H,4TS4,,TX,1,ALL/ALL/ALL
24067.94*H,4TS0,,TX,1,UNATNDD
24067.98*H,72TX,,TX,1,UNATNDD
24067.99*H,XA19,,TX,1,UNATNDD
24068.02*H,29TS,,TX,1,ALL/ALL/ALL
24068.04*H,64TS,,TX,1,UNATNDD
24068.05*H,20XA,,TX,1,UNATNDD
24068.06*H,66TS,,TX,1,ALL/ALL/ALL
24068.07*H,63TS,,TX,1,UNATNDD
